AWND,PRCP,SNOW,TAVG,WSF2,dep_hour,delayed
21.47,0.23,0.0,46.0,33.1,16,1
21.47,0.23,0.0,46.0,33.1,18,0
21.47,0.23,0.0,46.0,33.1,15,0
21.47,0.23,0.0,46.0,33.1,11,0
21.47,0.23,0.0,46.0,33.1,19,0
21.47,0.23,0.0,46.0,33.1,19,0
21.47,0.23,0.0,46.0,33.1,16,0
21.47,0.23,0.0,46.0,33.1,8,0
21.47,0.23,0.0,46.0,33.1,11,0
21.47,0.23,0.0,46.0,33.1,21,1
21.47,0.23,0.0,46.0,33.1,7,0
21.47,0.23,0.0,46.0,33.1,19,0
21.47,0.23,0.0,46.0,33.1,12,0
21.47,0.23,0.0,46.0,33.1,16,0
21.47,0.23,0.0,46.0,33.1,15,1
21.47,0.23,0.0,46.0,33.1,7,0
21.47,0.23,0.0,46.0,33.1,7,0
21.47,0.23,0.0,46.0,33.1,18,0
21.47,0.23,0.0,46.0,33.1,17,0
21.47,0.23,0.0,46.0,33.1,13,0
21.47,0.23,0.0,46.0,33.1,12,0
21.47,0.23,0.0,46.0,33.1,10,0
21.47,0.23,0.0,46.0,33.1,8,0
21.47,0.23,0.0,46.0,33.1,18,0
21.47,0.23,0.0,46.0,33.1,8,0
21.47,0.23,0.0,46.0,33.1,8,0
21.47,0.23,0.0,46.0,33.1,9,0
21.47,0.23,0.0,46.0,33.1,15,0
21.47,0.23,0.0,46.0,33.1,18,0
21.47,0.23,0.0,46.0,33.1,10,0
21.47,0.23,0.0,46.0,33.1,13,0
21.47,0.23,0.0,46.0,33.1,7,0
21.47,0.23,0.0,46.0,33.1,7,0
21.47,0.23,0.0,46.0,33.1,6,0
21.47,0.23,0.0,46.0,33.1,16,1
21.47,0.23,0.0,46.0,33.1,19,1
21.47,0.23,0.0,46.0,33.1,16,0
21.47,0.23,0.0,46.0,33.1,17,0
21.47,0.23,0.0,46.0,33.1,7,0
21.47,0.23,0.0,46.0,33.1,11,0
21.47,0.23,0.0,46.0,33.1,12,0
21.47,0.23,0.0,46.0,33.1,11,0
21.47,0.23,0.0,46.0,33.1,7,0
21.47,0.23,0.0,46.0,33.1,12,0
21.47,0.23,0.0,46.0,33.1,11,0
21.47,0.23,0.0,46.0,33.1,8,1
21.47,0.23,0.0,46.0,33.1,13,0
21.47,0.23,0.0,46.0,33.1,19,1
21.47,0.23,0.0,46.0,33.1,19,1
21.47,0.23,0.0,46.0,33.1,11,0
21.47,0.23,0.0,46.0,33.1,7,0
21.47,0.23,0.0,46.0,33.1,19,0
21.47,0.23,0.0,46.0,33.1,9,0
21.47,0.23,0.0,46.0,33.1,19,0
21.47,0.23,0.0,46.0,33.1,19,0
21.47,0.23,0.0,46.0,33.1,15,0
21.47,0.23,0.0,46.0,33.1,18,0
21.47,0.23,0.0,46.0,33.1,8,1
21.47,0.23,0.0,46.0,33.1,8,0
21.47,0.23,0.0,46.0,33.1,11,0
21.47,0.23,0.0,46.0,33.1,21,0
21.47,0.23,0.0,46.0,33.1,6,0
21.47,0.23,0.0,46.0,33.1,16,0
21.47,0.23,0.0,46.0,33.1,6,0
21.47,0.23,0.0,46.0,33.1,20,0
21.47,0.23,0.0,46.0,33.1,19,1
21.47,0.23,0.0,46.0,33.1,17,0
21.47,0.23,0.0,46.0,33.1,7,0
21.47,0.23,0.0,46.0,33.1,7,0
21.47,0.23,0.0,46.0,33.1,17,1
21.47,0.23,0.0,46.0,33.1,15,0
21.47,0.23,0.0,46.0,33.1,16,1
11.86,0.0,0.0,39.0,21.0,9,0
11.86,0.0,0.0,39.0,21.0,19,0
11.86,0.0,0.0,39.0,21.0,7,0
11.86,0.0,0.0,39.0,21.0,17,1
11.86,0.0,0.0,39.0,21.0,21,0
11.86,0.0,0.0,39.0,21.0,18,1
11.86,0.0,0.0,39.0,21.0,14,0
11.86,0.0,0.0,39.0,21.0,16,0
11.86,0.0,0.0,39.0,21.0,18,0
11.86,0.0,0.0,39.0,21.0,15,0
11.86,0.0,0.0,39.0,21.0,11,0
11.86,0.0,0.0,39.0,21.0,19,0
11.86,0.0,0.0,39.0,21.0,19,0
11.86,0.0,0.0,39.0,21.0,16,0
11.86,0.0,0.0,39.0,21.0,8,0
11.86,0.0,0.0,39.0,21.0,11,0
11.86,0.0,0.0,39.0,21.0,21,0
11.86,0.0,0.0,39.0,21.0,7,0
11.86,0.0,0.0,39.0,21.0,19,1
11.86,0.0,0.0,39.0,21.0,12,0
11.86,0.0,0.0,39.0,21.0,16,0
11.86,0.0,0.0,39.0,21.0,15,0
11.86,0.0,0.0,39.0,21.0,7,0
11.86,0.0,0.0,39.0,21.0,7,0
11.86,0.0,0.0,39.0,21.0,18,1
11.86,0.0,0.0,39.0,21.0,17,0
11.86,0.0,0.0,39.0,21.0,13,0
11.86,0.0,0.0,39.0,21.0,12,0
11.86,0.0,0.0,39.0,21.0,10,0
11.86,0.0,0.0,39.0,21.0,8,0
11.86,0.0,0.0,39.0,21.0,18,0
11.86,0.0,0.0,39.0,21.0,8,0
11.86,0.0,0.0,39.0,21.0,8,0
11.86,0.0,0.0,39.0,21.0,9,0
11.86,0.0,0.0,39.0,21.0,15,0
11.86,0.0,0.0,39.0,21.0,18,0
11.86,0.0,0.0,39.0,21.0,10,0
11.86,0.0,0.0,39.0,21.0,13,0
11.86,0.0,0.0,39.0,21.0,7,0
11.86,0.0,0.0,39.0,21.0,7,1
11.86,0.0,0.0,39.0,21.0,6,0
11.86,0.0,0.0,39.0,21.0,16,1
11.86,0.0,0.0,39.0,21.0,20,1
11.86,0.0,0.0,39.0,21.0,16,1
11.86,0.0,0.0,39.0,21.0,17,0
11.86,0.0,0.0,39.0,21.0,7,0
11.86,0.0,0.0,39.0,21.0,11,0
11.86,0.0,0.0,39.0,21.0,12,0
11.86,0.0,0.0,39.0,21.0,11,0
11.86,0.0,0.0,39.0,21.0,7,0
11.86,0.0,0.0,39.0,21.0,12,1
11.86,0.0,0.0,39.0,21.0,11,0
11.86,0.0,0.0,39.0,21.0,8,0
11.86,0.0,0.0,39.0,21.0,13,0
11.86,0.0,0.0,39.0,21.0,19,0
11.86,0.0,0.0,39.0,21.0,19,1
11.86,0.0,0.0,39.0,21.0,11,1
11.86,0.0,0.0,39.0,21.0,7,0
11.86,0.0,0.0,39.0,21.0,19,1
11.86,0.0,0.0,39.0,21.0,9,0
11.86,0.0,0.0,39.0,21.0,19,1
11.86,0.0,0.0,39.0,21.0,19,0
11.86,0.0,0.0,39.0,21.0,15,1
11.86,0.0,0.0,39.0,21.0,18,0
11.86,0.0,0.0,39.0,21.0,8,0
11.86,0.0,0.0,39.0,21.0,8,0
11.86,0.0,0.0,39.0,21.0,11,0
11.86,0.0,0.0,39.0,21.0,21,0
11.86,0.0,0.0,39.0,21.0,6,0
11.86,0.0,0.0,39.0,21.0,16,0
11.86,0.0,0.0,39.0,21.0,6,0
11.86,0.0,0.0,39.0,21.0,20,0
11.86,0.0,0.0,39.0,21.0,19,1
11.86,0.0,0.0,39.0,21.0,17,0
11.86,0.0,0.0,39.0,21.0,7,0
11.86,0.0,0.0,39.0,21.0,7,0
11.86,0.0,0.0,39.0,21.0,17,1
11.86,0.0,0.0,39.0,21.0,15,1
11.86,0.0,0.0,39.0,21.0,16,1
12.97,0.0,0.0,41.0,23.9,9,1
12.97,0.0,0.0,41.0,23.9,7,0
12.97,0.0,0.0,41.0,23.9,17,0
12.97,0.0,0.0,41.0,23.9,21,1
12.97,0.0,0.0,41.0,23.9,14,0
12.97,0.0,0.0,41.0,23.9,16,0
12.97,0.0,0.0,41.0,23.9,18,0
12.97,0.0,0.0,41.0,23.9,15,0
12.97,0.0,0.0,41.0,23.9,11,0
12.97,0.0,0.0,41.0,23.9,19,0
12.97,0.0,0.0,41.0,23.9,16,0
12.97,0.0,0.0,41.0,23.9,9,0
12.97,0.0,0.0,41.0,23.9,11,0
12.97,0.0,0.0,41.0,23.9,7,0
12.97,0.0,0.0,41.0,23.9,19,0
12.97,0.0,0.0,41.0,23.9,12,0
12.97,0.0,0.0,41.0,23.9,16,0
12.97,0.0,0.0,41.0,23.9,15,0
12.97,0.0,0.0,41.0,23.9,7,0
12.97,0.0,0.0,41.0,23.9,7,0
12.97,0.0,0.0,41.0,23.9,18,0
12.97,0.0,0.0,41.0,23.9,17,0
12.97,0.0,0.0,41.0,23.9,11,0
12.97,0.0,0.0,41.0,23.9,10,0
12.97,0.0,0.0,41.0,23.9,18,0
12.97,0.0,0.0,41.0,23.9,8,0
12.97,0.0,0.0,41.0,23.9,8,0
12.97,0.0,0.0,41.0,23.9,9,1
12.97,0.0,0.0,41.0,23.9,15,0
12.97,0.0,0.0,41.0,23.9,18,0
12.97,0.0,0.0,41.0,23.9,13,0
12.97,0.0,0.0,41.0,23.9,7,0
12.97,0.0,0.0,41.0,23.9,7,0
12.97,0.0,0.0,41.0,23.9,6,0
12.97,0.0,0.0,41.0,23.9,16,0
12.97,0.0,0.0,41.0,23.9,19,0
12.97,0.0,0.0,41.0,23.9,16,0
12.97,0.0,0.0,41.0,23.9,17,0
12.97,0.0,0.0,41.0,23.9,7,0
12.97,0.0,0.0,41.0,23.9,11,0
12.97,0.0,0.0,41.0,23.9,12,0
12.97,0.0,0.0,41.0,23.9,11,0
12.97,0.0,0.0,41.0,23.9,7,0
12.97,0.0,0.0,41.0,23.9,12,0
12.97,0.0,0.0,41.0,23.9,11,0
12.97,0.0,0.0,41.0,23.9,8,0
12.97,0.0,0.0,41.0,23.9,13,1
12.97,0.0,0.0,41.0,23.9,19,0
12.97,0.0,0.0,41.0,23.9,19,1
12.97,0.0,0.0,41.0,23.9,11,0
12.97,0.0,0.0,41.0,23.9,7,0
12.97,0.0,0.0,41.0,23.9,19,0
12.97,0.0,0.0,41.0,23.9,9,0
12.97,0.0,0.0,41.0,23.9,19,0
12.97,0.0,0.0,41.0,23.9,19,0
12.97,0.0,0.0,41.0,23.9,15,0
12.97,0.0,0.0,41.0,23.9,18,0
12.97,0.0,0.0,41.0,23.9,8,0
12.97,0.0,0.0,41.0,23.9,8,0
12.97,0.0,0.0,41.0,23.9,11,0
12.97,0.0,0.0,41.0,23.9,21,0
12.97,0.0,0.0,41.0,23.9,6,0
12.97,0.0,0.0,41.0,23.9,16,0
12.97,0.0,0.0,41.0,23.9,6,0
12.97,0.0,0.0,41.0,23.9,20,0
12.97,0.0,0.0,41.0,23.9,19,0
12.97,0.0,0.0,41.0,23.9,7,0
12.97,0.0,0.0,41.0,23.9,17,0
12.97,0.0,0.0,41.0,23.9,15,0
12.97,0.0,0.0,41.0,23.9,16,0
10.29,0.0,0.0,43.0,21.0,9,1
10.29,0.0,0.0,43.0,21.0,19,0
10.29,0.0,0.0,43.0,21.0,7,0
10.29,0.0,0.0,43.0,21.0,17,0
10.29,0.0,0.0,43.0,21.0,21,0
10.29,0.0,0.0,43.0,21.0,18,0
10.29,0.0,0.0,43.0,21.0,14,0
10.29,0.0,0.0,43.0,21.0,16,0
10.29,0.0,0.0,43.0,21.0,18,0
10.29,0.0,0.0,43.0,21.0,15,0
10.29,0.0,0.0,43.0,21.0,11,0
10.29,0.0,0.0,43.0,21.0,19,1
10.29,0.0,0.0,43.0,21.0,19,1
10.29,0.0,0.0,43.0,21.0,16,0
10.29,0.0,0.0,43.0,21.0,9,0
10.29,0.0,0.0,43.0,21.0,11,1
10.29,0.0,0.0,43.0,21.0,21,0
10.29,0.0,0.0,43.0,21.0,7,0
10.29,0.0,0.0,43.0,21.0,19,0
10.29,0.0,0.0,43.0,21.0,12,0
10.29,0.0,0.0,43.0,21.0,16,0
10.29,0.0,0.0,43.0,21.0,15,0
10.29,0.0,0.0,43.0,21.0,7,0
10.29,0.0,0.0,43.0,21.0,7,0
10.29,0.0,0.0,43.0,21.0,18,0
10.29,0.0,0.0,43.0,21.0,17,0
10.29,0.0,0.0,43.0,21.0,13,0
10.29,0.0,0.0,43.0,21.0,12,0
10.29,0.0,0.0,43.0,21.0,10,1
10.29,0.0,0.0,43.0,21.0,18,0
10.29,0.0,0.0,43.0,21.0,8,0
10.29,0.0,0.0,43.0,21.0,8,0
10.29,0.0,0.0,43.0,21.0,9,1
10.29,0.0,0.0,43.0,21.0,15,0
10.29,0.0,0.0,43.0,21.0,18,0
10.29,0.0,0.0,43.0,21.0,13,0
10.29,0.0,0.0,43.0,21.0,7,0
10.29,0.0,0.0,43.0,21.0,7,0
10.29,0.0,0.0,43.0,21.0,6,0
10.29,0.0,0.0,43.0,21.0,16,0
10.29,0.0,0.0,43.0,21.0,19,0
10.29,0.0,0.0,43.0,21.0,16,0
10.29,0.0,0.0,43.0,21.0,17,0
10.29,0.0,0.0,43.0,21.0,7,0
10.29,0.0,0.0,43.0,21.0,11,0
10.29,0.0,0.0,43.0,21.0,12,1
10.29,0.0,0.0,43.0,21.0,11,0
10.29,0.0,0.0,43.0,21.0,7,0
10.29,0.0,0.0,43.0,21.0,12,1
10.29,0.0,0.0,43.0,21.0,11,0
10.29,0.0,0.0,43.0,21.0,8,0
10.29,0.0,0.0,43.0,21.0,13,0
10.29,0.0,0.0,43.0,21.0,19,0
10.29,0.0,0.0,43.0,21.0,19,1
10.29,0.0,0.0,43.0,21.0,11,0
10.29,0.0,0.0,43.0,21.0,7,0
10.29,0.0,0.0,43.0,21.0,19,0
10.29,0.0,0.0,43.0,21.0,9,0
10.29,0.0,0.0,43.0,21.0,19,1
10.29,0.0,0.0,43.0,21.0,19,1
10.29,0.0,0.0,43.0,21.0,15,0
10.29,0.0,0.0,43.0,21.0,18,0
10.29,0.0,0.0,43.0,21.0,8,0
10.29,0.0,0.0,43.0,21.0,8,0
10.29,0.0,0.0,43.0,21.0,11,0
10.29,0.0,0.0,43.0,21.0,21,0
10.29,0.0,0.0,43.0,21.0,6,0
10.29,0.0,0.0,43.0,21.0,16,0
10.29,0.0,0.0,43.0,21.0,6,0
10.29,0.0,0.0,43.0,21.0,20,0
10.29,0.0,0.0,43.0,21.0,19,0
10.29,0.0,0.0,43.0,21.0,17,0
10.29,0.0,0.0,43.0,21.0,7,0
10.29,0.0,0.0,43.0,21.0,7,0
10.29,0.0,0.0,43.0,21.0,17,0
10.29,0.0,0.0,43.0,21.0,15,0
10.29,0.0,0.0,43.0,21.0,16,1
6.04,0.0,0.0,44.0,10.1,9,0
6.04,0.0,0.0,44.0,10.1,7,0
6.04,0.0,0.0,44.0,10.1,17,1
6.04,0.0,0.0,44.0,10.1,21,0
6.04,0.0,0.0,44.0,10.1,14,1
6.04,0.0,0.0,44.0,10.1,16,0
6.04,0.0,0.0,44.0,10.1,18,1
6.04,0.0,0.0,44.0,10.1,15,0
6.04,0.0,0.0,44.0,10.1,11,0
6.04,0.0,0.0,44.0,10.1,19,0
6.04,0.0,0.0,44.0,10.1,16,0
6.04,0.0,0.0,44.0,10.1,8,0
6.04,0.0,0.0,44.0,10.1,11,0
6.04,0.0,0.0,44.0,10.1,21,0
6.04,0.0,0.0,44.0,10.1,7,0
6.04,0.0,0.0,44.0,10.1,19,1
6.04,0.0,0.0,44.0,10.1,12,0
6.04,0.0,0.0,44.0,10.1,16,1
6.04,0.0,0.0,44.0,10.1,15,0
6.04,0.0,0.0,44.0,10.1,7,0
6.04,0.0,0.0,44.0,10.1,7,0
6.04,0.0,0.0,44.0,10.1,18,0
6.04,0.0,0.0,44.0,10.1,17,0
6.04,0.0,0.0,44.0,10.1,13,0
6.04,0.0,0.0,44.0,10.1,12,0
6.04,0.0,0.0,44.0,10.1,10,0
6.04,0.0,0.0,44.0,10.1,8,0
6.04,0.0,0.0,44.0,10.1,18,0
6.04,0.0,0.0,44.0,10.1,8,0
6.04,0.0,0.0,44.0,10.1,8,0
6.04,0.0,0.0,44.0,10.1,9,1
6.04,0.0,0.0,44.0,10.1,15,0
6.04,0.0,0.0,44.0,10.1,18,0
6.04,0.0,0.0,44.0,10.1,10,0
6.04,0.0,0.0,44.0,10.1,13,0
6.04,0.0,0.0,44.0,10.1,7,0
6.04,0.0,0.0,44.0,10.1,7,0
6.04,0.0,0.0,44.0,10.1,6,0
6.04,0.0,0.0,44.0,10.1,16,0
6.04,0.0,0.0,44.0,10.1,19,1
6.04,0.0,0.0,44.0,10.1,16,0
6.04,0.0,0.0,44.0,10.1,17,1
6.04,0.0,0.0,44.0,10.1,7,0
6.04,0.0,0.0,44.0,10.1,11,0
6.04,0.0,0.0,44.0,10.1,12,0
6.04,0.0,0.0,44.0,10.1,11,1
6.04,0.0,0.0,44.0,10.1,7,0
6.04,0.0,0.0,44.0,10.1,12,0
6.04,0.0,0.0,44.0,10.1,11,0
6.04,0.0,0.0,44.0,10.1,8,0
6.04,0.0,0.0,44.0,10.1,13,0
6.04,0.0,0.0,44.0,10.1,19,1
6.04,0.0,0.0,44.0,10.1,19,0
6.04,0.0,0.0,44.0,10.1,11,0
6.04,0.0,0.0,44.0,10.1,7,0
6.04,0.0,0.0,44.0,10.1,18,0
6.04,0.0,0.0,44.0,10.1,9,0
6.04,0.0,0.0,44.0,10.1,19,0
6.04,0.0,0.0,44.0,10.1,19,0
6.04,0.0,0.0,44.0,10.1,15,0
6.04,0.0,0.0,44.0,10.1,18,0
6.04,0.0,0.0,44.0,10.1,8,0
6.04,0.0,0.0,44.0,10.1,8,0
6.04,0.0,0.0,44.0,10.1,11,0
6.04,0.0,0.0,44.0,10.1,21,1
6.04,0.0,0.0,44.0,10.1,6,0
6.04,0.0,0.0,44.0,10.1,16,1
6.04,0.0,0.0,44.0,10.1,6,1
6.04,0.0,0.0,44.0,10.1,20,0
6.04,0.0,0.0,44.0,10.1,19,0
6.04,0.0,0.0,44.0,10.1,17,0
6.04,0.0,0.0,44.0,10.1,7,0
6.04,0.0,0.0,44.0,10.1,7,0
6.04,0.0,0.0,44.0,10.1,17,1
6.04,0.0,0.0,44.0,10.1,15,0
6.04,0.0,0.0,44.0,10.1,16,0
10.29,0.03,0.0,39.0,21.0,9,0
10.29,0.03,0.0,39.0,21.0,7,0
10.29,0.03,0.0,39.0,21.0,17,1
10.29,0.03,0.0,39.0,21.0,21,0
10.29,0.03,0.0,39.0,21.0,14,0
10.29,0.03,0.0,39.0,21.0,16,0
10.29,0.03,0.0,39.0,21.0,18,0
10.29,0.03,0.0,39.0,21.0,15,0
10.29,0.03,0.0,39.0,21.0,11,0
10.29,0.03,0.0,39.0,21.0,19,1
10.29,0.03,0.0,39.0,21.0,16,0
10.29,0.03,0.0,39.0,21.0,8,0
10.29,0.03,0.0,39.0,21.0,11,0
10.29,0.03,0.0,39.0,21.0,7,0
10.29,0.03,0.0,39.0,21.0,19,0
10.29,0.03,0.0,39.0,21.0,12,0
10.29,0.03,0.0,39.0,21.0,16,0
10.29,0.03,0.0,39.0,21.0,15,0
10.29,0.03,0.0,39.0,21.0,7,1
10.29,0.03,0.0,39.0,21.0,7,0
10.29,0.03,0.0,39.0,21.0,18,0
10.29,0.03,0.0,39.0,21.0,17,0
10.29,0.03,0.0,39.0,21.0,13,1
10.29,0.03,0.0,39.0,21.0,12,0
10.29,0.03,0.0,39.0,21.0,10,0
10.29,0.03,0.0,39.0,21.0,8,1
10.29,0.03,0.0,39.0,21.0,18,0
10.29,0.03,0.0,39.0,21.0,8,0
10.29,0.03,0.0,39.0,21.0,8,0
10.29,0.03,0.0,39.0,21.0,9,1
10.29,0.03,0.0,39.0,21.0,15,0
10.29,0.03,0.0,39.0,21.0,18,0
10.29,0.03,0.0,39.0,21.0,10,0
10.29,0.03,0.0,39.0,21.0,13,1
10.29,0.03,0.0,39.0,21.0,7,0
10.29,0.03,0.0,39.0,21.0,7,0
10.29,0.03,0.0,39.0,21.0,6,0
10.29,0.03,0.0,39.0,21.0,16,0
10.29,0.03,0.0,39.0,21.0,19,0
10.29,0.03,0.0,39.0,21.0,16,1
10.29,0.03,0.0,39.0,21.0,17,0
10.29,0.03,0.0,39.0,21.0,7,1
10.29,0.03,0.0,39.0,21.0,11,0
10.29,0.03,0.0,39.0,21.0,12,1
10.29,0.03,0.0,39.0,21.0,11,1
10.29,0.03,0.0,39.0,21.0,7,0
10.29,0.03,0.0,39.0,21.0,12,0
10.29,0.03,0.0,39.0,21.0,11,0
10.29,0.03,0.0,39.0,21.0,8,0
10.29,0.03,0.0,39.0,21.0,13,0
10.29,0.03,0.0,39.0,21.0,19,0
10.29,0.03,0.0,39.0,21.0,19,0
10.29,0.03,0.0,39.0,21.0,11,0
10.29,0.03,0.0,39.0,21.0,7,0
10.29,0.03,0.0,39.0,21.0,18,0
10.29,0.03,0.0,39.0,21.0,9,0
10.29,0.03,0.0,39.0,21.0,19,1
10.29,0.03,0.0,39.0,21.0,19,1
10.29,0.03,0.0,39.0,21.0,15,0
10.29,0.03,0.0,39.0,21.0,18,0
10.29,0.03,0.0,39.0,21.0,8,0
10.29,0.03,0.0,39.0,21.0,8,1
10.29,0.03,0.0,39.0,21.0,21,0
10.29,0.03,0.0,39.0,21.0,6,0
10.29,0.03,0.0,39.0,21.0,16,1
10.29,0.03,0.0,39.0,21.0,6,0
10.29,0.03,0.0,39.0,21.0,20,0
10.29,0.03,0.0,39.0,21.0,19,1
10.29,0.03,0.0,39.0,21.0,17,0
10.29,0.03,0.0,39.0,21.0,7,0
10.29,0.03,0.0,39.0,21.0,7,0
10.29,0.03,0.0,39.0,21.0,17,0
10.29,0.03,0.0,39.0,21.0,15,0
10.29,0.03,0.0,39.0,21.0,16,0
